Date,ID,Tweet
30/06/2020 03:07,1.38E+18,@PMOIndia Yes summers are approaching. Care to look at farmers living on roads protesting for their rights since last 4 months? Even more worse that you've blocked roads and easy access to sanitation facilities.\nPls #StopHateAgainstFarmers \n#FarmersProtest 
01/07/2020 03:07,1.38E+18,Khalsa means pure\n#FarmersProtest \n#StopHateAgainstFarmers https://t.co/d8QbZ9PV0F 
02/07/2020 03:07,1.38E+18,The same old Thinking \u27a1\ufe0fThe same old results\n\nA drastic change is required in politic. \n\n@PrabhGillMusic\n\n#StopHateAgainstFarmers\n#FarmersProtest https://t.co/o8CYzBTQW3 
03/07/2020 03:08,1.38E+18,While you try to sleep peacefully on your bed do think about our farmers who are sleeping on the roads!\n\n#StopHateAgainstFarmers\n#FarmersProtest https://t.co/ecVWi4eTyg
04/07/2020 03:08,1.38E+18,Farmers work day in day out so that the world\ud83c\udf0fcan feed. They deserve much respect.\n\n#StopHateAgainstFarmers\n#FarmersProtest https://t.co/qizweT0mzE 
05/07/2020 03:09,1.38E+18,Stop creating nuisance against innocent people. Bjp \u2018s NIA is harassing innocent people . Disgusting \ud83d\ude21\ud83e\udd2c bjp and rss \n#FarmersProtest \n#StopHateAgainstFarmers https://t.co/l1CZvCYaA0 
06/07/2020 03:09,1.38E+18,Stop judging farmers. \nStop calling them names. \nStop labelling them as Terrorists Anti-nationalists Maoists. \n\nFeel the pain they\u2019re going through or just ST*U otherwise! \n\n#StopHateAgainstFarmers \n#FarmersProtest
07/07/2020 03:09,1.38E+18,The rapists and criminals are sitting in Parliament. And our farmer was considered a terrorist.They do not need sympathy they are entitled to respect. It is the most peace-loving and longest-running protest in India.\n#FarmersProtest\n#Farmers\n#StopHateAgainstFarmers
08/07/2020 03:10,1.38E+18,@realhimanshi #supportfarmers #backblackbill #farmersprotest we are with farmers. 
09/07/2020 03:10,1.38E+18,Just another lie by BJP Government and their Chokidar and spread by Godi Media!! @Tractor2twitr \n#StopHateAgainstFarmers\n#FarmersProtest https://t.co/x2xZBo5n0l 
10/07/2020 03:10,1.38E+18,I Stand With Farmers
11/07/2020 03:11,1.38E+18,Did you know farmers in India continue to live &amp; die in debt while the likes of ambani/adani get richer?! How is that fair?\n\n#StopHateAgainstFarmers\n#FarmersProtest https://t.co/sTLa0HTBWc 
12/07/2020 03:11,1.38E+18,Farmer have suffered ? \n Why should they vote \ud83d\uddf3  for you ?\n\n#\u0938\u0930\u0915\u093e\u0930_MSP_\u0915\u0947\u0902\u0926\u094d\u0930_\u0916\u094b\u0932\u094b\n#StopHateAgainstFarmers\n#FarmersProtest https://t.co/jETqzGYLwY 
13/07/2020 03:11,1.38E+18,FARMERS ATTENTION! Do Log in! @Vikramj46744401 @Navneet_Tweets_ @kaur_sawera @Jindkaur11 @navneetkaursoh3 @navneet29378806 @SSsandhu1 @rumpannu @rupikaur_ @rinky26 #MahaPanchayatRevolution #FarmersProtest https://t.co/y13x4cGxdE 
14/07/2020 03:12,1.38E+18,Repeal 3 laws\nEnsure MSP for all farmers \nStop name calling of farmers \n\n#StopHateAgainstFarmers \n#FarmersProtest https://t.co/QK1SJ3U6sX 
